,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
TOP2A5,1.08022446545719e-72,1.8261102857738,1,0.873,2.16044893091437e-69,13,TOP2A
HMGB26,7.44542178062514e-72,1.30292951563976,1,0.95,1.48908435612503e-68,13,HMGB2
PLK12,1.235392046643e-71,2.1115738549241,0.994,0.661,2.47078409328599e-68,13,PLK1
DLGAP53,8.40159149150147e-71,1.88459318879401,1,0.762,1.68031829830029e-67,13,DLGAP5
ARL6IP12,9.78795973747087e-71,1.88874319199109,0.994,0.867,1.95759194749417e-67,13,ARL6IP1
HMMR2,4.33694771745072e-70,2.02625112587624,1,0.727,8.67389543490144e-67,13,HMMR
GTSE15,2.49506779499324e-68,1.7971027435078,0.994,0.783,4.99013558998648e-65,13,GTSE1
CDC202,2.54359070567098e-64,1.69841474098005,0.994,0.768,5.08718141134196e-61,13,CDC20
AURKA2,3.56418510736546e-64,1.9914566757551,0.976,0.689,7.12837021473093e-61,13,AURKA
CDCA84,4.39583513598375e-64,1.86396460106962,0.994,0.759,8.7916702719675e-61,13,CDCA8
TPX24,6.40803223142286e-64,1.48608050439635,1,0.84,1.28160644628457e-60,13,TPX2
TUBA1C2,2.9167836197675e-63,1.41725142758422,0.988,0.855,5.83356723953499e-60,13,TUBA1C
CENPE3,1.72168011726499e-62,1.82424504713097,0.988,0.755,3.44336023452999e-59,13,CENPE
PIF13,1.44438258253428e-60,2.82816935726699,0.896,0.598,2.88876516506856e-57,13,PIF1
CCNB23,1.55273336927506e-60,1.61473491349403,0.982,0.796,3.10546673855013e-57,13,CCNB2
NUSAP15,5.95948959036485e-60,1.50497412683123,0.994,0.822,1.19189791807297e-56,13,NUSAP1
CENPA3,6.63255411236758e-59,1.92789291563632,0.957,0.704,1.32651082247352e-55,13,CENPA
PTTG12,9.67302895021675e-59,1.36975230201187,1,0.859,1.93460579004335e-55,13,PTTG1
KNSTRN3,9.94344083763098e-59,1.68788571601779,0.97,0.734,1.9886881675262e-55,13,KNSTRN
AC087721.25,1.92861177851792e-58,1.42622338640356,0.994,0.834,3.85722355703584e-55,13,AC087721.2
KPNA22,2.42104145418779e-58,1.74821785547342,0.976,0.833,4.84208290837558e-55,13,KPNA2
KIF2C6,6.07029551735474e-58,1.56628797943028,0.982,0.767,1.21405910347095e-54,13,KIF2C
FYB14,1.78335093831114e-57,2.55188769502838,0.927,0.629,3.56670187662229e-54,13,FYB1
KIF233,1.36161200368211e-55,1.80709333660102,0.97,0.704,2.72322400736423e-52,13,KIF23
CKAP23,3.90394745523452e-55,1.48416553169357,0.988,0.809,7.80789491046904e-52,13,CKAP2
SUN22,1.32847490690539e-54,1.85569565138797,0.957,0.777,2.65694981381077e-51,13,SUN2
PSRC12,2.77570686149584e-52,2.2905370133839,0.915,0.647,5.55141372299167e-49,13,PSRC1
KIF20A3,3.84770465097204e-52,2.17448733224306,0.909,0.632,7.69540930194408e-49,13,KIF20A
DBF43,4.76898722587385e-52,1.52056969925259,0.97,0.808,9.5379744517477e-49,13,DBF4
PTPRC6,8.96572919100987e-52,1.21203205550145,0.994,0.922,1.79314583820197e-48,13,PTPRC
TRBC13,1.09187369006711e-51,1.3259355295168,0.994,0.876,2.18374738013422e-48,13,TRBC1
AURKB6,1.9851749341207e-51,1.52338859869655,0.963,0.739,3.97034986824141e-48,13,AURKB
PRC14,2.54559230996991e-51,1.40537163368561,0.982,0.797,5.09118461993981e-48,13,PRC1
CDC25B2,5.24212945729211e-51,1.66124688340419,0.963,0.763,1.04842589145842e-47,13,CDC25B
CEP555,1.05708568322395e-50,1.53094876898165,0.957,0.781,2.11417136644789e-47,13,CEP55
KIF143,1.08329288431576e-50,1.66136095245043,0.976,0.757,2.16658576863151e-47,13,KIF14
CKS23,2.9028782073996e-50,1.12641968859406,0.994,0.901,5.80575641479919e-47,13,CKS2
HJURP5,8.04421903727036e-50,1.65339997029277,0.963,0.741,1.60884380745407e-46,13,HJURP
BIRC53,3.10642791038831e-49,1.29857442025431,0.97,0.8,6.21285582077662e-46,13,BIRC5
JPT12,3.24648249890832e-48,1.03786128834114,0.988,0.931,6.49296499781663e-45,13,JPT1
NDC805,4.53883459943346e-47,1.49753161225372,0.976,0.756,9.07766919886692e-44,13,NDC80
UBE2C4,9.54417298349076e-47,2.44042336303022,0.841,0.526,1.90883459669815e-43,13,UBE2C
BUB14,3.09907160961203e-46,1.2050948801029,0.976,0.831,6.19814321922407e-43,13,BUB1
TUBB4B4,4.88284234900585e-46,1.05102801134344,0.994,0.892,9.76568469801171e-43,13,TUBB4B
CCNA25,5.98132869437445e-46,1.46439571103281,0.945,0.735,1.19626573887489e-42,13,CCNA2
NUF24,9.41478407674632e-46,1.40992548139805,0.963,0.779,1.88295681534926e-42,13,NUF2
ARHGAP11A4,9.66814103479941e-46,1.45207741718982,0.939,0.752,1.93362820695988e-42,13,ARHGAP11A
CCNF3,1.03131766495167e-45,1.5807712175984,0.957,0.716,2.06263532990335e-42,13,CCNF
TUBA1B6,4.45580267466436e-45,0.790484991853296,1,0.992,8.91160534932871e-42,13,TUBA1B
NEK24,8.76731223072923e-45,1.83973632185987,0.909,0.652,1.75346244614585e-41,13,NEK2
AC068831.74,4.60312216556893e-43,1.33333104203526,0.97,0.774,9.20624433113786e-40,13,AC068831.7
CDCA34,1.29771289153438e-42,1.71595023781724,0.902,0.678,2.59542578306877e-39,13,CDCA3
UBE2S3,3.44552138632156e-42,0.905242461509473,1,0.932,6.89104277264311e-39,13,UBE2S
CDK15,4.72241383707427e-42,1.4178073571821,0.951,0.791,9.44482767414855e-39,13,CDK1
CALM23,6.72522964294192e-42,0.855394046791193,0.994,0.956,1.34504592858838e-38,13,CALM2
CDKN33,1.10930382031689e-41,1.21337019056794,0.963,0.788,2.21860764063378e-38,13,CDKN3
TUBA1A4,2.4773707802709e-41,1.05689140094692,0.994,0.911,4.95474156054179e-38,13,TUBA1A
PRR113,4.52911960988184e-41,1.32416314546195,0.939,0.777,9.05823921976369e-38,13,PRR11
ANP32E5,4.56985785574622e-41,0.855813885012287,1,0.957,9.13971571149243e-38,13,ANP32E
PIMREG2,8.18651789653272e-41,1.76469053427439,0.902,0.645,1.63730357930654e-37,13,PIMREG
ALDH1A23,4.00174528132871e-40,1.3140582673239,0.982,0.849,8.00349056265741e-37,13,ALDH1A2
CDCA23,5.54735250290453e-40,1.52335705669525,0.927,0.658,1.10947050058091e-36,13,CDCA2
KNL15,8.41104464760699e-40,1.47039661550124,0.915,0.74,1.6822089295214e-36,13,KNL1
TUBB8,8.77832047892417e-40,0.731489264355507,0.994,0.993,1.75566409578483e-36,13,TUBB
ECT23,2.24283766073208e-39,1.45437626805063,0.951,0.733,4.48567532146415e-36,13,ECT2
SPAG55,4.40492772432509e-39,1.2386859615492,0.951,0.761,8.80985544865019e-36,13,SPAG5
UBALD24,4.50435122016323e-39,1.31799657168228,0.951,0.734,9.00870244032645e-36,13,UBALD2
MKI675,8.5296987111733e-39,1.49272252649653,0.951,0.783,1.70593974223466e-35,13,MKI67
KIF4A3,9.02119691523332e-39,1.42737459186918,0.902,0.707,1.80423938304666e-35,13,KIF4A
KIF115,1.64726577364796e-38,1.18673363078599,0.988,0.788,3.29453154729592e-35,13,KIF11
CKS1B6,3.97147644008365e-38,0.955972698006395,0.988,0.862,7.9429528801673e-35,13,CKS1B
CCNG23,1.60248550982063e-37,1.60888462503435,0.945,0.735,3.20497101964126e-34,13,CCNG2
SPDL12,4.66115053491693e-37,1.29678161284101,0.951,0.752,9.32230106983386e-34,13,SPDL1
CKAP53,7.86267386474073e-37,1.17970806824468,0.957,0.827,1.57253477294815e-33,13,CKAP5
TROAP3,2.09311922732741e-36,1.61872882994715,0.872,0.688,4.18623845465482e-33,13,TROAP
CDK64,9.20247480810504e-36,0.775141467998022,1,0.992,1.84049496162101e-32,13,CDK6
BRD84,6.86722729976201e-35,1.13499455741477,0.957,0.782,1.3734454599524e-31,13,BRD8
NCAPG6,1.64603135463914e-34,1.06284412832061,0.982,0.81,3.29206270927828e-31,13,NCAPG
KIF20B4,2.51940204037192e-34,1.21967653271173,0.957,0.791,5.03880408074384e-31,13,KIF20B
KIF18A3,1.36043144351131e-33,1.4444131315308,0.89,0.693,2.72086288702262e-30,13,KIF18A
CKAP2L4,5.01783507661998e-33,1.45219234980752,0.89,0.717,1.003567015324e-29,13,CKAP2L
GPSM22,8.69653550193784e-33,1.43532610938372,0.878,0.707,1.73930710038757e-29,13,GPSM2
HMGN26,1.11811149201994e-32,0.637120125725719,1,0.98,2.23622298403987e-29,13,HMGN2
BORA4,1.35950520743318e-32,1.62342476290454,0.872,0.657,2.71901041486635e-29,13,BORA
SH2D1A4,1.77457241183716e-31,0.875981364086074,0.994,0.874,3.54914482367431e-28,13,SH2D1A
TTK5,4.47276392152313e-31,1.29723473085562,0.933,0.756,8.94552784304627e-28,13,TTK
ARHGEF395,9.65155357631028e-31,1.5782688786881,0.89,0.636,1.93031071526206e-27,13,ARHGEF39
SMC46,1.50301548425182e-29,0.666758799235155,0.994,0.953,3.00603096850364e-26,13,SMC4
INCENP5,1.74416806408681e-29,1.73674487923074,0.854,0.672,3.48833612817361e-26,13,INCENP
FAM133B5,8.12449063574797e-29,0.783815483848473,0.988,0.934,1.62489812714959e-25,13,FAM133B
RNASEH2B6,9.06307943562961e-29,0.642170314383034,0.988,0.968,1.81261588712592e-25,13,RNASEH2B
SGO24,1.05423737513292e-28,1.03863831686265,0.927,0.82,2.10847475026585e-25,13,SGO2
G2E33,1.67825320644723e-28,1.20370270536825,0.909,0.711,3.35650641289447e-25,13,G2E3
TACC35,1.71041329199689e-28,1.15450685589721,0.915,0.738,3.42082658399378e-25,13,TACC3
FAM83D2,2.46002830466049e-28,1.99295850344936,0.78,0.562,4.92005660932099e-25,13,FAM83D
HMGB16,3.93115053084311e-28,0.498103703212057,1,0.99,7.86230106168622e-25,13,HMGB1
TNFAIP8L12,4.76916455814127e-28,1.88864983259076,0.75,0.62,9.53832911628253e-25,13,TNFAIP8L1
MAD2L17,7.4434694511973e-28,0.754082209671339,0.976,0.858,1.48869389023946e-24,13,MAD2L1
FOXM15,2.23682404794512e-27,1.01116383158892,0.933,0.744,4.47364809589025e-24,13,FOXM1
DNTT2,1.79175887983222e-26,2.01143876854873,0.768,0.565,3.58351775966444e-23,13,DNTT
BUB1B5,1.92534612428307e-26,1.01054664654428,0.921,0.772,3.85069224856614e-23,13,BUB1B
LEF17,4.51767691490123e-26,0.684365506812757,0.994,0.948,9.03535382980246e-23,13,LEF1
ESPL15,7.52822342413473e-25,1.26127415575127,0.86,0.655,1.50564468482695e-21,13,ESPL1
DAB23,3.37927792326932e-24,2.50596837555729,0.689,0.531,6.75855584653863e-21,13,DAB2
EPHB66,4.01025067196336e-24,0.986169033620321,0.909,0.78,8.02050134392673e-21,13,EPHB6
DLG5-AS19,1.22968673303582e-23,2.1356784140132,0.018,0.151,2.45937346607164e-20,13,DLG5-AS1
LINC016074,4.15981297797204e-23,0.327165006932593,0.018,0.27,8.31962595594409e-20,13,LINC01607
BUB35,6.91627246586834e-23,0.666740398880469,0.976,0.945,1.38325449317367e-19,13,BUB3
RACGAP14,9.86837179351255e-23,1.01331430878172,0.902,0.73,1.97367435870251e-19,13,RACGAP1
NCAPD24,1.25703431130912e-22,0.783325009963529,0.957,0.823,2.51406862261825e-19,13,NCAPD2
AC099661.19,1.59934556340437e-22,0.745999114144401,0.024,0.34,3.19869112680873e-19,13,AC099661.1
CIART4,2.26465620805105e-22,0.582245689052105,0.006,0.322,4.5293124161021e-19,13,CIART
SCN3A3,2.35610491906292e-22,1.58131173739926,0.762,0.654,4.71220983812584e-19,13,SCN3A
HIST1H2AB5,3.12503935426885e-22,1.19887135946098,0.03,0.292,6.25007870853771e-19,13,HIST1H2AB
OSCAR5,3.55434332974794e-22,1.24460567904595,0.006,0.213,7.10868665949587e-19,13,OSCAR
ARHGEF63,5.37640556390701e-22,0.791072498506529,0.957,0.867,1.0752811127814e-18,13,ARHGEF6
ANKRD20A8P6,8.32111047103536e-22,1.09058498374141,0.043,0.271,1.66422209420707e-18,13,ANKRD20A8P
AL121753.29,1.58975561391621e-21,1.92158106021615,0.018,0.293,3.17951122783242e-18,13,AL121753.2
DYNLRB29,2.85931402427966e-21,2.49652389713232,0.012,0.198,5.71862804855933e-18,13,DYNLRB2
AC006249.18,5.80812124093478e-21,2.07846817096762,0.055,0.362,1.16162424818696e-17,13,AC006249.1
HOXB95,6.73553206476196e-21,0.615851997954806,0.055,0.245,1.34710641295239e-17,13,HOXB9
AL023803.37,1.17156553773371e-20,1.74638214397436,0.037,0.295,2.34313107546742e-17,13,AL023803.3
ANLN3,1.23933406527977e-20,1.30466573600162,0.799,0.652,2.47866813055953e-17,13,ANLN
MYEF23,1.3776323622186e-20,0.942505704652243,0.921,0.777,2.7552647244372e-17,13,MYEF2
RAB178,1.6248341806707e-20,1.79109987478788,0.024,0.228,3.24966836134139e-17,13,RAB17
GNLY12,1.65727729887459e-20,2.35728306550068,0.024,0.14,3.31455459774918e-17,13,GNLY
AL354760.111,1.90109455804308e-20,2.04233471404465,0.012,0.155,3.80218911608616e-17,13,AL354760.1
RRAD7,2.23212889319575e-20,1.40238523431625,0.006,0.184,4.46425778639149e-17,13,RRAD
SHCBP15,2.60731548278478e-20,1.08719739445405,0.829,0.664,5.21463096556957e-17,13,SHCBP1
AC006460.25,3.54921450939464e-20,0.543307674517398,0.03,0.341,7.09842901878927e-17,13,AC006460.2
AC092661.18,5.49931114872016e-20,1.74973438804617,0.037,0.234,1.09986222974403e-16,13,AC092661.1
AL445985.26,7.26833394378905e-20,0.688670684353918,0.024,0.272,1.45366678875781e-16,13,AL445985.2
ARHGAP192,8.1195394115526e-20,0.928563536671497,0.848,0.736,1.62390788231052e-16,13,ARHGAP19
KIF26B9,1.37363870749279e-19,3.90759267403204,0.049,0.208,2.74727741498557e-16,13,KIF26B
MAL4,1.4404910547987e-19,1.62279054716024,0.811,0.63,2.88098210959741e-16,13,MAL
BCAR49,1.54544793172322e-19,1.77692612583197,0.006,0.22,3.09089586344645e-16,13,BCAR4
SAG7,1.74094905903395e-19,1.81770612736814,0.012,0.19,3.4818981180679e-16,13,SAG
KIF155,1.90299675078006e-19,0.924725892684123,0.915,0.789,3.80599350156012e-16,13,KIF15
HMGB32,1.99782396893088e-19,0.735951373435423,0.939,0.86,3.99564793786176e-16,13,HMGB3
CXCR23,2.07913827427572e-19,0.518277502326535,0.018,0.152,4.15827654855144e-16,13,CXCR2
KIF25-AS18,2.14491556163769e-19,0.515941127693974,0.006,0.261,4.28983112327538e-16,13,KIF25-AS1
AL663070.14,2.29980678272259e-19,1.00693342521966,0.018,0.179,4.59961356544518e-16,13,AL663070.1
PPIAL4G10,2.55830629978783e-19,3.28338119916537,0.006,0.122,5.11661259957565e-16,13,PPIAL4G
RPL7P458,2.8850594564975e-19,3.02472993026249,0.018,0.214,5.77011891299501e-16,13,RPL7P45
AREG7,3.09128527050653e-19,4.88401134479183,0.012,0.123,6.18257054101306e-16,13,AREG
CNTRL4,3.46471025744138e-19,1.03812368460535,0.89,0.727,6.92942051488276e-16,13,CNTRL
MIS18BP14,3.59656774330512e-19,1.14371350765627,0.848,0.703,7.19313548661025e-16,13,MIS18BP1
COLEC127,4.09735414891494e-19,1.18455950046539,0.024,0.292,8.19470829782989e-16,13,COLEC12
AL353576.16,4.52042902635626e-19,1.87531988938327,0,0.114,9.04085805271251e-16,13,AL353576.1
SLC26A74,4.77310464431902e-19,0.935330263171645,0.049,0.214,9.54620928863804e-16,13,SLC26A7
CFL1P512,5.70384493580333e-19,3.48134398279122,0.012,0.204,1.14076898716066e-15,13,CFL1P5
SLFN129,6.16858244236387e-19,2.59851006743399,0.012,0.124,1.23371648847277e-15,13,SLFN12
NCAPG25,6.41196696953826e-19,0.965672587746937,0.829,0.72,1.28239339390765e-15,13,NCAPG2
F55,6.48056859261974e-19,0.988674745200205,0.006,0.302,1.29611371852395e-15,13,F5
LINC026944,7.01714967831791e-19,1.42230484136766,0.03,0.145,1.40342993566358e-15,13,LINC02694
THEMIS5,7.63586430601907e-19,0.982796791231064,0.848,0.611,1.52717286120381e-15,13,THEMIS
PRR20G7,1.19746406957639e-18,2.00075214745945,0.024,0.291,2.39492813915277e-15,13,PRR20G
GP67,1.36439018460277e-18,1.22187769867196,0.012,0.071,2.72878036920554e-15,13,GP6
FASLG8,1.3953960365446e-18,1.72283461409541,0.012,0.307,2.79079207308921e-15,13,FASLG
NCAPH6,1.54761676563282e-18,0.770821460094043,0.915,0.77,3.09523353126565e-15,13,NCAPH
BX284668.68,1.84675049683203e-18,2.10452357922878,0.043,0.143,3.69350099366406e-15,13,BX284668.6
HSPA85,2.37694929924274e-18,0.483433781807503,0.994,0.964,4.75389859848547e-15,13,HSPA8
ZNF3508,2.83006172518212e-18,3.95218250957749,0.024,0.102,5.66012345036425e-15,13,ZNF350
STPG17,3.23285596442333e-18,1.04506701993227,0.104,0.389,6.46571192884666e-15,13,STPG1
H2AFX5,3.57428985145392e-18,0.887667204484322,0.884,0.777,7.14857970290784e-15,13,H2AFX
DMRTA28,3.70584843794509e-18,1.95310222032595,0.006,0.104,7.41169687589017e-15,13,DMRTA2
HIST1H4A4,4.71658614351773e-18,0.287379027675543,0.061,0.28,9.43317228703547e-15,13,HIST1H4A
SIX65,5.92314797683183e-18,0.883580626011114,0.841,0.717,1.18462959536637e-14,13,SIX6
DCLK37,6.76412355976786e-18,1.15588863850733,0.055,0.343,1.35282471195357e-14,13,DCLK3
MTTP8,7.822157189319e-18,4.63088660996156,0,0.132,1.5644314378638e-14,13,MTTP
AL022344.17,8.19827593799571e-18,1.63003113934835,0.018,0.243,1.63965518759914e-14,13,AL022344.1
LINC012344,8.95368759273536e-18,0.428251849613834,0.018,0.153,1.79073751854707e-14,13,LINC01234
RORB4,9.72029071399099e-18,1.37321124339442,0.762,0.606,1.9440581427982e-14,13,RORB
HGD7,1.02818926958793e-17,2.53160034593305,0.012,0.092,2.05637853917586e-14,13,HGD
SKA23,1.04191172095678e-17,0.82443876949057,0.927,0.842,2.08382344191356e-14,13,SKA2
AL512378.15,1.05277098668275e-17,0.237846085387861,0.018,0.289,2.10554197336549e-14,13,AL512378.1
EVI2A4,1.18457522187692e-17,1.84649286321279,0.738,0.59,2.36915044375383e-14,13,EVI2A
ARID5B2,1.2505972385532e-17,0.792645633490134,0.939,0.832,2.50119447710639e-14,13,ARID5B
LTBP28,1.37486394685241e-17,0.590445928539213,0,0.196,2.74972789370482e-14,13,LTBP2
AC008691.111,1.74121021152396e-17,3.21772193856421,0.012,0.213,3.48242042304792e-14,13,AC008691.1
HHIP4,1.8495153613657e-17,0.848779596418368,0.909,0.792,3.69903072273139e-14,13,HHIP
SMC26,2.1466809831139e-17,0.563706074003295,0.994,0.923,4.2933619662278e-14,13,SMC2
AC008764.109,2.28333600128453e-17,2.66784883545427,0,0.211,4.56667200256907e-14,13,AC008764.10
PHF195,2.49447554719785e-17,0.875469293431994,0.945,0.791,4.98895109439569e-14,13,PHF19
SYCP2L6,2.55154962559157e-17,1.83353602514068,0.018,0.104,5.10309925118315e-14,13,SYCP2L
KCTD169,2.70199746891149e-17,1.70962875490448,0.055,0.343,5.40399493782297e-14,13,KCTD16
PPP1R278,2.75343200579203e-17,1.48102541477089,0.03,0.24,5.50686401158407e-14,13,PPP1R27
AP006216.110,2.84407247698609e-17,2.93269331691247,0,0.023,5.68814495397217e-14,13,AP006216.1
EPGN8,2.89415397973874e-17,1.8977043219357,0.018,0.18,5.78830795947747e-14,13,EPGN
LCN128,2.95048062621917e-17,2.30873792919727,0.037,0.237,5.90096125243834e-14,13,LCN12
AC103563.96,3.10366355178026e-17,0.190300565078606,0.024,0.305,6.20732710356052e-14,13,AC103563.9
SDAD1P13,3.32139786977957e-17,0.96788145138678,0.768,0.647,6.64279573955915e-14,13,SDAD1P1
ZBBX6,3.97944428136451e-17,1.83752014477163,0,0.056,7.95888856272902e-14,13,ZBBX
C4orf369,4.18831315526016e-17,1.76935659086179,0.018,0.287,8.37662631052033e-14,13,C4orf36
KDM5B5,4.28093729111929e-17,0.78080161617134,0.933,0.815,8.56187458223858e-14,13,KDM5B
MALAT12,4.33542230619854e-17,0.330591764674419,1,0.996,8.67084461239709e-14,13,MALAT1
SERPINB84,5.03151734811198e-17,0.803358257789153,0.896,0.771,1.0063034696224e-13,13,SERPINB8
TMPO6,5.43510289691563e-17,0.672235054479657,0.963,0.853,1.08702057938313e-13,13,TMPO
AC004080.410,5.50574000396845e-17,1.436304491202,0.073,0.353,1.10114800079369e-13,13,AC004080.4
ITGA44,5.65605104600419e-17,0.695669110409654,0.988,0.93,1.13121020920084e-13,13,ITGA4
NEAT14,5.70281473521862e-17,0.715343577706375,0.97,0.83,1.14056294704372e-13,13,NEAT1
NPR36,8.00712056514801e-17,0.783667930782199,0.037,0.214,1.6014241130296e-13,13,NPR3
ZNF2339,9.40835731551212e-17,2.46525602897361,0.012,0.268,1.88167146310242e-13,13,ZNF233
CIT6,1.03922811208061e-16,1.13703037416485,0.75,0.668,2.07845622416122e-13,13,CIT
NIPAL26,1.09189601925306e-16,1.76711858867899,0.012,0.125,2.18379203850611e-13,13,NIPAL2
CCSAP1,1.30089947064424e-16,0.921609837335889,0.878,0.729,2.60179894128847e-13,13,CCSAP
RNF1305,1.65849277003796e-16,0.503324004035679,0.994,0.954,3.31698554007593e-13,13,RNF130
PDLIM311,2.1472126121561e-16,3.5568929996113,0.012,0.117,4.29442522431221e-13,13,PDLIM3
RN7SL273P6,2.21174662645297e-16,1.01585995935488,0.043,0.31,4.42349325290595e-13,13,RN7SL273P
CDKL45,3.11312051589059e-16,0.921335427785851,0.104,0.304,6.22624103178119e-13,13,CDKL4
SLC32A110,3.35054087732138e-16,1.5611396229418,0.073,0.321,6.70108175464276e-13,13,SLC32A1
CLIC65,3.57093459666549e-16,1.18854334897738,0.03,0.194,7.14186919333098e-13,13,CLIC6
AC005487.19,3.92564607817928e-16,3.39547254270517,0.006,0.06,7.85129215635857e-13,13,AC005487.1
AF241728.29,4.1679974776312e-16,1.37125422173229,0.006,0.26,8.33599495526239e-13,13,AF241728.2
RPS3AP259,4.29472259510347e-16,4.1578078128387,0.061,0.144,8.58944519020695e-13,13,RPS3AP25
PLEKHG63,4.93609217418269e-16,0.369049691926416,0.03,0.261,9.87218434836539e-13,13,PLEKHG6
ACSF35,5.33919041081037e-16,0.520484033254986,0.994,0.893,1.06783808216207e-12,13,ACSF3
AC132938.56,5.87664421537303e-16,1.81300958796686,0.012,0.071,1.17532884307461e-12,13,AC132938.5
ZC2HC1C11,6.34437636026852e-16,3.02570636120428,0.018,0.055,1.2688752720537e-12,13,ZC2HC1C
CDC25C4,6.78792060530687e-16,1.32530872230716,0.774,0.64,1.35758412106137e-12,13,CDC25C
DLL48,6.82584289399665e-16,1.83917609621756,0.018,0.277,1.36516857879933e-12,13,DLL4
LINC0155410,7.27709628431321e-16,1.84037160890372,0.061,0.336,1.45541925686264e-12,13,LINC01554
SUCNR16,7.5338641144495e-16,3.5506074517008,0.555,0.321,1.5067728228899e-12,13,SUCNR1
AC087289.57,7.62008118270172e-16,1.53105491203197,0.061,0.371,1.52401623654034e-12,13,AC087289.5
SILC13,9.51953934420562e-16,0.371199655466017,0.03,0.296,1.90390786884112e-12,13,SILC1
LINC0106810,9.97574843246727e-16,1.80840743104668,0.006,0.103,1.99514968649345e-12,13,LINC01068
AC132938.211,1.18460140683543e-15,1.61870747281654,0.018,0.17,2.36920281367086e-12,13,AC132938.2
LHX1-DT12,1.49186672137063e-15,3.36071945182394,0.006,0.202,2.98373344274126e-12,13,LHX1-DT
IRS3P3,1.76296957231435e-15,1.1548882471159,0.012,0.103,3.5259391446287e-12,13,IRS3P
AL157838.18,1.83853455197932e-15,2.07830491809477,0.073,0.317,3.67706910395864e-12,13,AL157838.1
HHIP-AS14,2.26717754284056e-15,0.77303886219132,0.927,0.83,4.53435508568111e-12,13,HHIP-AS1
LAT6,2.54981276454359e-15,0.63307065501838,0.957,0.88,5.09962552908719e-12,13,LAT
RUBCNL4,2.69925307562208e-15,2.29145727983513,0.628,0.511,5.39850615124416e-12,13,RUBCNL
RTKN26,3.12733766123706e-15,0.877841382224837,0.872,0.715,6.25467532247412e-12,13,RTKN2
LINC005042,5.70372460564409e-15,0.22825344543076,0.049,0.103,1.14074492112882e-11,13,LINC00504
AC079944.213,5.71436349300589e-15,3.43068500067197,0.006,0.059,1.14287269860118e-11,13,AC079944.2
AC093849.46,5.95938744478455e-15,4.11004172382111,0.476,0.228,1.19187748895691e-11,13,AC093849.4
AC234775.35,6.2732138720992e-15,1.17597570791859,0.03,0.191,1.25464277441984e-11,13,AC234775.3
AL163952.18,7.20876392065919e-15,2.1661632871333,0.012,0.139,1.44175278413184e-11,13,AL163952.1
MELK6,8.26572792561647e-15,0.672715152775586,0.89,0.755,1.65314558512329e-11,13,MELK
JAM210,9.27542640618762e-15,3.63659677323663,0.006,0.149,1.85508528123752e-11,13,JAM2
PLCL13,9.6483654483898e-15,1.07756656216711,0.671,0.548,1.92967308967796e-11,13,PLCL1
ARHGAP245,1.12701914183142e-14,1.21955764350476,0.037,0.168,2.25403828366283e-11,13,ARHGAP24
ESYT24,1.1319349924881e-14,0.681575959957761,0.927,0.82,2.2638699849762e-11,13,ESYT2
AC044860.112,1.15235428951819e-14,4.05972548302808,0.043,0.12,2.30470857903638e-11,13,AC044860.1
NUCB26,1.20890237484938e-14,0.386224404368273,1,0.997,2.41780474969877e-11,13,NUCB2
FAM72D4,1.3050287186635e-14,2.1196110441469,0.628,0.477,2.61005743732701e-11,13,FAM72D
STAG33,1.42279065584612e-14,0.816043347958974,0.872,0.698,2.84558131169225e-11,13,STAG3
AL135818.27,1.51513636271795e-14,2.28209308192496,0.012,0.064,3.03027272543591e-11,13,AL135818.2
TRBC26,1.8065172542179e-14,0.702120312362224,0.927,0.763,3.61303450843579e-11,13,TRBC2
HDAC73,1.84275481847607e-14,0.754980291228209,0.927,0.784,3.68550963695214e-11,13,HDAC7
SLFN53,1.85504594890327e-14,1.10953927766284,0.854,0.659,3.71009189780654e-11,13,SLFN5
ST8SIA13,2.20539289421468e-14,0.242972193367601,0.018,0.148,4.41078578842937e-11,13,ST8SIA1
SMARCE1P19,2.20970341941604e-14,1.83375736863095,0.018,0.251,4.41940683883207e-11,13,SMARCE1P1
AC012485.39,2.4079741985792e-14,1.88123916484309,0.024,0.292,4.8159483971584e-11,13,AC012485.3
AC139493.27,2.78152470268614e-14,1.7227292447699,0.055,0.203,5.56304940537228e-11,13,AC139493.2
CBX5P19,2.86659911659751e-14,1.7048759295719,0.079,0.319,5.73319823319502e-11,13,CBX5P1
TOX5,4.28464953089968e-14,0.829039184611681,0.86,0.765,8.56929906179935e-11,13,TOX
C12orf508,5.64402026775995e-14,4.37400340031002,0.494,0.118,1.12880405355199e-10,13,C12orf50
MZB15,5.67629766033878e-14,0.60094248681315,0.97,0.917,1.13525953206776e-10,13,MZB1
TAF7L5,5.75719505912283e-14,2.84397807292253,0.555,0.222,1.15143901182457e-10,13,TAF7L
TBCAP310,6.48325380708384e-14,4.78606299003881,0.012,0.08,1.29665076141677e-10,13,TBCAP3
AL031668.29,7.03216202819509e-14,1.78925165831021,0.037,0.232,1.40643240563902e-10,13,AL031668.2
EEF1A24,8.12023987986478e-14,0.112101391651347,0.073,0.25,1.62404797597296e-10,13,EEF1A2
S100A93,1.01761876818114e-13,0.17447351533088,0.055,0.287,2.03523753636229e-10,13,S100A9
AC008079.17,1.09884447164869e-13,2.18171507908425,0.043,0.128,2.19768894329738e-10,13,AC008079.1
